"title","keyword"
"Planejamento familiar na perspectiva do desenvolvimento","Planejamento familiar"
"Planejamento familiar na perspectiva do desenvolvimento","Variáveis socioeconômicas"
"Planejamento familiar na perspectiva do desenvolvimento","Desenvolvimento familiar"
"Incapacidade funcional em mulheres idosas de baixa renda","Saúde do idoso"
"Incapacidade funcional em mulheres idosas de baixa renda","Fatores socioeconômicos"
"Incapacidade funcional em mulheres idosas de baixa renda","Incapacidade"
"Estudo da demanda ambulatorial da clínica de odontologia da Universidade do Estado do Amazonas","Demanda ambulatorial"
"Estudo da demanda ambulatorial da clínica de odontologia da Universidade do Estado do Amazonas","Perfil nosológico e socioeconômico"
"Avaliação de desempenho econômico-financeiro dos serviços de saúde: os reflexos das políticas operacionais no setor hospitalar","Indicadores hospitalares"
"Avaliação de desempenho econômico-financeiro dos serviços de saúde: os reflexos das políticas operacionais no setor hospitalar","Indicadores econômico-financeiros"
"Avaliação de desempenho econômico-financeiro dos serviços de saúde: os reflexos das políticas operacionais no setor hospitalar","Gestão da saúde"
"Avaliação de desempenho econômico-financeiro dos serviços de saúde: os reflexos das políticas operacionais no setor hospitalar","Avaliação de desempenho"
"Validação da versão brasileira do questionário genérico de qualidade de vida short-form 6 dimensions (SF-6D Brasil)","Artrite reumatóide"
"Validação da versão brasileira do questionário genérico de qualidade de vida short-form 6 dimensions (SF-6D Brasil)","Qualidade de vida"
"Validação da versão brasileira do questionário genérico de qualidade de vida short-form 6 dimensions (SF-6D Brasil)","Economia da saúde"
"Status socioeconômico como determinante de fatores de risco associados com o sobrepeso em adolescentes","Adolescentes"
"Status socioeconômico como determinante de fatores de risco associados com o sobrepeso em adolescentes","Sobrepeso"
"Status socioeconômico como determinante de fatores de risco associados com o sobrepeso em adolescentes","Status socioeconômico"
"Fatores associados à experiência de cárie em escolares de um município com baixa prevalência de cárie dentária","Cárie dentária"
"Fatores associados à experiência de cárie em escolares de um município com baixa prevalência de cárie dentária","Índice CPO"
"Fatores associados à experiência de cárie em escolares de um município com baixa prevalência de cárie dentária","Saúde bucal"
"Fatores associados à experiência de cárie em escolares de um município com baixa prevalência de cárie dentária","Fatores socioeconômicos"
"O agir econômico como motor da política de saúde na Alemanha: consequências para a prevenção e promoção da saúde","Política de saúde"
"O agir econômico como motor da política de saúde na Alemanha: consequências para a prevenção e promoção da saúde","Comportamento econômico"
"O agir econômico como motor da política de saúde na Alemanha: consequências para a prevenção e promoção da saúde","Privatização"
"O agir econômico como motor da política de saúde na Alemanha: consequências para a prevenção e promoção da saúde","Comercialização"
"O agir econômico como motor da política de saúde na Alemanha: consequências para a prevenção e promoção da saúde","Políticas de promoção de saúde e prevenção"
"O agir econômico como motor da política de saúde na Alemanha: consequências para a prevenção e promoção da saúde","Política de saúde"
"O agir econômico como motor da política de saúde na Alemanha: consequências para a prevenção e promoção da saúde","Comportamento econômico"
"O agir econômico como motor da política de saúde na Alemanha: consequências para a prevenção e promoção da saúde","Privatização"
"O agir econômico como motor da política de saúde na Alemanha: consequências para a prevenção e promoção da saúde","Comercialização"
"O agir econômico como motor da política de saúde na Alemanha: consequências para a prevenção e promoção da saúde","Políticas de promoção de saúde e prevenção"
"Análise de custos com pessoal e produtividade de equipes do programa de saúde da família em Fortaleza, Ceará","Programa de Saúde da Família"
"Análise de custos com pessoal e produtividade de equipes do programa de saúde da família em Fortaleza, Ceará","Custos em saúde"
"Análise de custos com pessoal e produtividade de equipes do programa de saúde da família em Fortaleza, Ceará","Produtividade"
"Análise de custos com pessoal e produtividade de equipes do programa de saúde da família em Fortaleza, Ceará","Recursos humanos"
"Análise de custos com pessoal e produtividade de equipes do programa de saúde da família em Fortaleza, Ceará","Avaliação econômica em saúde"
"Variáveis sociodemográficas como determinantes do domínio meio ambiente da qualidade de vida de adolescentes","Meio ambiente"
"Variáveis sociodemográficas como determinantes do domínio meio ambiente da qualidade de vida de adolescentes","WHOQOL-Bref"
"Variáveis sociodemográficas como determinantes do domínio meio ambiente da qualidade de vida de adolescentes","Adolescentes"
"Variáveis sociodemográficas como determinantes do domínio meio ambiente da qualidade de vida de adolescentes","Políticas públicas"
"Variáveis sociodemográficas como determinantes do domínio meio ambiente da qualidade de vida de adolescentes","Condição socioeconômica"
"Variáveis sociodemográficas como determinantes do domínio meio ambiente da qualidade de vida de adolescentes","Variáveis sociodemográficas"
"Avaliação econômica em Saúde na esfera de atenção local à saúde","Avaliação econômica em saúde"
"Avaliação econômica em Saúde na esfera de atenção local à saúde","Esfera de atenção local à saúde"
"Avaliação econômica em Saúde na esfera de atenção local à saúde","Avaliação de custo-efetividade"
"Avaliação econômica em Saúde na esfera de atenção local à saúde","Gestor de sistema de saúde"
"Avaliação econômica em Saúde na esfera de atenção local à saúde","Tomada de decisão"
"Padrões de acumulação setorial: finanças e serviços nas transformações contemporâneas da saúde","Economia política da saúde"
"Padrões de acumulação setorial: finanças e serviços nas transformações contemporâneas da saúde","Complexo médico-industrial"
"Padrões de acumulação setorial: finanças e serviços nas transformações contemporâneas da saúde","Expansão da esfera financeira"
"Padrões de acumulação setorial: finanças e serviços nas transformações contemporâneas da saúde","Serviços de saúde"
"Padrões de acumulação setorial: finanças e serviços nas transformações contemporâneas da saúde","Seguros de saúde"
"Uso racional de medicamentos: uma abordagem econômica para tomada de decisões","Economia do medicamento"
"Uso racional de medicamentos: uma abordagem econômica para tomada de decisões","Farmacoeconomia"
"Uso racional de medicamentos: uma abordagem econômica para tomada de decisões","Medicamento"
"Uso racional de medicamentos: uma abordagem econômica para tomada de decisões","Uso racional"
"Uso racional de medicamentos: uma abordagem econômica para tomada de decisões","Economia do medicamento"
"Uso racional de medicamentos: uma abordagem econômica para tomada de decisões","Farmacoeconomia"
"Uso racional de medicamentos: uma abordagem econômica para tomada de decisões","Medicamento"
"Uso racional de medicamentos: uma abordagem econômica para tomada de decisões","Uso racional"
"Agrotóxicos: eficiência econômica e injustiça socioambiental","Injustiça socioambiental"
"Agrotóxicos: eficiência econômica e injustiça socioambiental","Eficiência econômica"
"Agrotóxicos: eficiência econômica e injustiça socioambiental","Agrotóxico"
"Classificação socioeconômica e sua discussão em relação à prevalência de cárie e fluorose dentária","Fator socioeconômico"
"Classificação socioeconômica e sua discussão em relação à prevalência de cárie e fluorose dentária","Cárie dentária"
"Classificação socioeconômica e sua discussão em relação à prevalência de cárie e fluorose dentária","Fluorose dentária"
"Classificação socioeconômica e sua discussão em relação à prevalência de cárie e fluorose dentária","Epidemiologia"
"Caracterização dos cuidadores de crianças HIV+/AIDS abordando a qualidade de vida, a classificação socioeconômica e temas relacionados à saúde bucal","AIDS"
"Caracterização dos cuidadores de crianças HIV+/AIDS abordando a qualidade de vida, a classificação socioeconômica e temas relacionados à saúde bucal","Qualidade de Vida"
"Caracterização dos cuidadores de crianças HIV+/AIDS abordando a qualidade de vida, a classificação socioeconômica e temas relacionados à saúde bucal","Classificação socioeconômica"
"Caracterização dos cuidadores de crianças HIV+/AIDS abordando a qualidade de vida, a classificação socioeconômica e temas relacionados à saúde bucal","Saúde bucal"
"Os vários mundos do financiamento da Saúde no Brasil: uma tentativa de integração","Brasil"
"Os vários mundos do financiamento da Saúde no Brasil: uma tentativa de integração","Financiamento do SUS"
"Os vários mundos do financiamento da Saúde no Brasil: uma tentativa de integração","EC 29"
"Os vários mundos do financiamento da Saúde no Brasil: uma tentativa de integração","Economia da saúde"
"Determinantes individuais e contextuais da necessidade de tratamento odontológico na dentição decídua no Brasil","Cárie dentária"
"Determinantes individuais e contextuais da necessidade de tratamento odontológico na dentição decídua no Brasil","Serviços de saúde bucal"
"Determinantes individuais e contextuais da necessidade de tratamento odontológico na dentição decídua no Brasil","Flúor"
"Determinantes individuais e contextuais da necessidade de tratamento odontológico na dentição decídua no Brasil","Condições socioeconômicas"
"Tendências da indústria de equipamentos odontológicos no Brasil entre 1990 e 2002: notas prévias","Complexo industrial da saúde"
"Tendências da indústria de equipamentos odontológicos no Brasil entre 1990 e 2002: notas prévias","Complexo médico-industrial"
